-50.35 -19.89 2.00
-44.63 -21.28 3.50
-48.16 -20.25 2.70
-49.95 -21.60 3.90
-45.04 -21.14 2.00
-46.32 -20.67 2.30
-49.18 -20.30 2.60
-45.67 -21.59 4.70
-48.18 -21.02 2.60
-45.49 -21.61 3.30
-48.55 -20.00 2.00
-51.65 -26.00 5.20
-52.00 -25.78 7.20
-53.48 -25.53 8.30
-51.74 -25.49 7.30
-51.08 -26.23 3.20
-53.74 -24.19 8.70
-54.56 -22.97 2.30
-54.58 -25.42 5.30
-53.53 -22.38 1.70
-53.17 -23.18 5.10
-48.54 -17.99 2.50
-48.67 -16.15 2.10
-47.98 -18.45 1.60
-49.10 -18.42 2.50
-47.70 -19.13 2.00
-50.16 -18.07 2.60
-47.68 -18.05 2.80
-50.50 -19.02 2.20
-50.52 -22.94 4.30
-51.33 -22.65 4.50
-49.73 -23.01 4.30
-49.23 -23.22 5.40
-50.71 -24.06 4.50
-52.87 -22.50 4.40
-47.33 -16.21 3.00
-44.76 -18.95 1.70
-44.86 -15.93 2.90
-45.07 -16.37 2.40
-45.27 -18.16 1.80
-43.83 -11.35 3.60
-48.55 -22.52 5.00
-46.91 -23.46 9.20
-48.99 -21.76 2.70
-50.20 -21.12 2.50
-48.30 -13.40 2.00
-51.20 -27.78 3.90
-51.33 -27.60 4.30
-53.04 -27.14 6.70
-52.38 -27.27 5.90
-51.78 -27.52 5.20
-52.73 -27.35 6.90
-52.54 -26.66 6.60
-55.05 -28.14 4.40
