-50.35 -19.89 1.20
-44.63 -21.28 3.20
-48.16 -20.25 2.20
-49.95 -21.60 1.20
-45.04 -21.14 3.00
-46.32 -20.67 1.50
-49.18 -20.30 1.20
-45.67 -21.59 1.30
-48.18 -21.02 2.70
-45.49 -21.61 4.30
-48.55 -20.00 2.70
-51.65 -26.00 1.60
-52.00 -25.78 0.30
-53.48 -25.53 0.30
-51.74 -25.49 0.80
-51.08 -26.23 1.10
-53.74 -24.19 0.90
-54.56 -22.97 0.30
-54.58 -25.42 0.40
-53.53 -22.38 0.50
-53.17 -23.18 0.60
-48.54 -17.99 0.30
-48.67 -16.15 0.60
-47.98 -18.45 1.20
-49.10 -18.42 1.40
-47.70 -19.13 2.80
-50.16 -18.07 0.30
-47.68 -18.05 0.30
-50.50 -19.02 0.90
-50.52 -22.94 0.70
-51.33 -22.65 0.70
-49.73 -23.01 0.90
-49.23 -23.22 0.70
-50.71 -24.06 0.40
-52.87 -22.50 0.50
-47.33 -16.21 0.30
-44.76 -18.95 2.30
-44.86 -15.93 0.60
-45.07 -16.37 1.00
-45.27 -18.16 2.10
-43.83 -11.35 0.70
-48.55 -22.52 1.20
-46.91 -23.46 0.60
-48.99 -21.76 1.90
-50.20 -21.12 0.60
-48.30 -13.40 1.20
-51.20 -27.78 0.30
-51.33 -27.60 0.30
-53.04 -27.14 0.00
-52.38 -27.27 0.00
-51.78 -27.52 0.00
-52.73 -27.35 0.10
-52.54 -26.66 0.00
-55.05 -28.14 0.20
