-50.35 -19.89 3.60
-44.63 -21.28 7.90
-48.16 -20.25 4.10
-49.95 -21.60 5.30
-45.04 -21.14 3.20
-46.32 -20.67 4.00
-49.18 -20.30 3.60
-45.67 -21.59 7.00
-48.18 -21.02 3.50
-45.49 -21.61 3.10
-48.55 -20.00 3.10
-51.65 -26.00 1.20
-52.00 -25.78 0.60
-53.48 -25.53 1.00
-51.74 -25.49 2.50
-51.08 -26.23 1.20
-53.74 -24.19 2.90
-54.56 -22.97 1.60
-54.58 -25.42 1.50
-53.53 -22.38 2.30
-53.17 -23.18 1.90
-48.54 -17.99 0.90
-48.67 -16.15 1.30
-47.98 -18.45 1.50
-49.10 -18.42 1.60
-47.70 -19.13 2.70
-50.16 -18.07 1.10
-47.68 -18.05 1.00
-50.50 -19.02 1.60
-50.52 -22.94 3.00
-51.33 -22.65 2.00
-49.73 -23.01 2.90
-49.23 -23.22 3.50
-50.71 -24.06 1.40
-52.87 -22.50 3.30
-47.33 -16.21 0.30
-44.76 -18.95 2.00
-44.86 -15.93 0.60
-45.07 -16.37 0.90
-45.27 -18.16 2.00
-43.83 -11.35 1.10
-48.55 -22.52 5.00
-46.91 -23.46 4.60
-48.99 -21.76 3.80
-50.20 -21.12 4.20
-48.30 -13.40 0.70
-51.20 -27.78 1.30
-51.33 -27.60 0.90
-53.04 -27.14 0.10
-52.38 -27.27 0.30
-51.78 -27.52 0.60
-52.73 -27.35 0.50
-52.54 -26.66 0.30
-55.05 -28.14 0.30
