-50.35 -19.89 1.20
-44.63 -21.28 1.60
-48.16 -20.25 2.20
-49.95 -21.60 2.10
-45.04 -21.14 2.30
-46.32 -20.67 1.90
-49.18 -20.30 1.40
-45.67 -21.59 2.20
-48.18 -21.02 1.80
-45.49 -21.61 1.30
-48.55 -20.00 1.90
-51.65 -26.00 2.70
-52.00 -25.78 4.30
-53.48 -25.53 5.20
-51.74 -25.49 3.10
-51.08 -26.23 2.90
-53.74 -24.19 6.20
-54.56 -22.97 6.70
-54.58 -25.42 6.00
-53.53 -22.38 4.60
-53.17 -23.18 4.20
-48.54 -17.99 0.60
-48.67 -16.15 0.60
-47.98 -18.45 0.70
-49.10 -18.42 1.00
-47.70 -19.13 1.40
-50.16 -18.07 0.80
-47.68 -18.05 0.30
-50.50 -19.02 0.80
-50.52 -22.94 1.50
-51.33 -22.65 1.40
-49.73 -23.01 1.20
-49.23 -23.22 1.10
-50.71 -24.06 1.60
-52.87 -22.50 1.50
-47.33 -16.21 0.30
-44.76 -18.95 1.20
-44.86 -15.93 0.20
-45.07 -16.37 0.60
-45.27 -18.16 1.30
-43.83 -11.35 1.50
-48.55 -22.52 1.60
-46.91 -23.46 2.10
-48.99 -21.76 1.90
-50.20 -21.12 1.30
-48.30 -13.40 0.60
-51.20 -27.78 8.10
-51.33 -27.60 8.10
-53.04 -27.14 7.70
-52.38 -27.27 8.80
-51.78 -27.52 8.10
-52.73 -27.35 9.60
-52.54 -26.66 8.00
-55.05 -28.14 10.80
