-50.35 -19.89 1.40
-44.63 -21.28 2.10
-48.16 -20.25 1.50
-49.95 -21.60 1.60
-45.04 -21.14 1.50
-46.32 -20.67 1.50
-49.18 -20.30 1.40
-45.67 -21.59 2.20
-48.18 -21.02 1.50
-45.49 -21.61 1.50
-48.55 -20.00 2.00
-51.65 -26.00 5.00
-52.00 -25.78 7.10
-53.48 -25.53 9.10
-51.74 -25.49 5.90
-51.08 -26.23 3.50
-53.74 -24.19 11.40
-54.56 -22.97 6.50
-54.58 -25.42 8.20
-53.53 -22.38 2.50
-53.17 -23.18 8.50
-48.54 -17.99 3.90
-48.67 -16.15 7.10
-47.98 -18.45 1.50
-49.10 -18.42 3.20
-47.70 -19.13 1.50
-50.16 -18.07 2.20
-47.68 -18.05 2.80
-50.50 -19.02 3.20
-50.52 -22.94 4.90
-51.33 -22.65 5.20
-49.73 -23.01 4.10
-49.23 -23.22 3.00
-50.71 -24.06 4.90
-52.87 -22.50 5.20
-47.33 -16.21 4.10
-44.76 -18.95 2.20
-44.86 -15.93 2.60
-45.07 -16.37 2.10
-45.27 -18.16 1.80
-43.83 -11.35 4.20
-48.55 -22.52 2.20
-46.91 -23.46 4.60
-48.99 -21.76 1.80
-50.20 -21.12 1.60
-48.30 -13.40 4.50
-51.20 -27.78 4.70
-51.33 -27.60 4.70
-53.04 -27.14 5.10
-52.38 -27.27 4.90
-51.78 -27.52 4.70
-52.73 -27.35 5.30
-52.54 -26.66 5.40
-55.05 -28.14 4.10
