-50.35 -19.89 0.90
-44.63 -21.28 1.90
-48.16 -20.25 2.00
-49.95 -21.60 0.90
-45.04 -21.14 1.60
-46.32 -20.67 1.00
-49.18 -20.30 0.90
-45.67 -21.59 1.20
-48.18 -21.02 1.40
-45.49 -21.61 2.10
-48.55 -20.00 1.90
-51.65 -26.00 1.20
-52.00 -25.78 1.30
-53.48 -25.53 1.40
-51.74 -25.49 0.80
-51.08 -26.23 1.10
-53.74 -24.19 1.10
-54.56 -22.97 0.40
-54.58 -25.42 0.80
-53.53 -22.38 2.30
-53.17 -23.18 0.50
-48.54 -17.99 0.40
-48.67 -16.15 0.60
-47.98 -18.45 0.70
-49.10 -18.42 1.10
-47.70 -19.13 1.40
-50.16 -18.07 0.80
-47.68 -18.05 0.40
-50.50 -19.02 0.90
-50.52 -22.94 0.70
-51.33 -22.65 0.50
-49.73 -23.01 0.60
-49.23 -23.22 0.60
-50.71 -24.06 0.80
-52.87 -22.50 0.30
-47.33 -16.21 0.40
-44.76 -18.95 2.90
-44.86 -15.93 0.50
-45.07 -16.37 0.80
-45.27 -18.16 1.20
-43.83 -11.35 1.00
-48.55 -22.52 0.50
-46.91 -23.46 1.10
-48.99 -21.76 0.70
-50.20 -21.12 0.70
-48.30 -13.40 0.60
-51.20 -27.78 2.00
-51.33 -27.60 1.90
-53.04 -27.14 1.20
-52.38 -27.27 1.50
-51.78 -27.52 1.70
-52.73 -27.35 2.30
-52.54 -26.66 1.40
-55.05 -28.14 3.50
