-50.35 -19.89 1.10
-44.63 -21.28 0.40
-48.16 -20.25 1.60
-49.95 -21.60 0.00
-45.04 -21.14 0.00
-46.32 -20.67 0.10
-49.18 -20.30 0.90
-45.67 -21.59 0.00
-48.18 -21.02 0.30
-45.49 -21.61 0.10
-48.55 -20.00 0.90
-51.65 -26.00 0.10
-52.00 -25.78 0.20
-53.48 -25.53 1.10
-51.74 -25.49 0.20
-51.08 -26.23 0.50
-53.74 -24.19 1.70
-54.56 -22.97 11.90
-54.58 -25.42 5.50
-53.53 -22.38 13.30
-53.17 -23.18 0.90
-48.54 -17.99 0.50
-48.67 -16.15 0.90
-47.98 -18.45 0.40
-49.10 -18.42 0.60
-47.70 -19.13 0.50
-50.16 -18.07 1.20
-47.68 -18.05 0.90
-50.50 -19.02 0.60
-50.52 -22.94 1.40
-51.33 -22.65 0.20
-49.73 -23.01 0.40
-49.23 -23.22 0.40
-50.71 -24.06 0.20
-52.87 -22.50 0.50
-47.33 -16.21 0.90
-44.76 -18.95 0.00
-44.86 -15.93 0.70
-45.07 -16.37 0.40
-45.27 -18.16 0.20
-43.83 -11.35 4.70
-48.55 -22.52 0.10
-46.91 -23.46 0.10
-48.99 -21.76 0.30
-50.20 -21.12 0.90
-48.30 -13.40 2.20
-51.20 -27.78 0.20
-51.33 -27.60 0.10
-53.04 -27.14 0.20
-52.38 -27.27 0.00
-51.78 -27.52 0.00
-52.73 -27.35 0.10
-52.54 -26.66 0.10
-55.05 -28.14 0.10
