-50.35 -19.89 0.70
-44.63 -21.28 0.00
-48.16 -20.25 0.20
-49.95 -21.60 0.10
-45.04 -21.14 0.00
-46.32 -20.67 0.00
-49.18 -20.30 0.40
-45.67 -21.59 0.00
-48.18 -21.02 0.20
-45.49 -21.61 0.00
-48.55 -20.00 0.40
-51.65 -26.00 1.10
-52.00 -25.78 1.20
-53.48 -25.53 3.70
-51.74 -25.49 2.10
-51.08 -26.23 1.30
-53.74 -24.19 8.40
-54.56 -22.97 10.90
-54.58 -25.42 11.10
-53.53 -22.38 11.20
-53.17 -23.18 9.40
-48.54 -17.99 1.20
-48.67 -16.15 1.90
-47.98 -18.45 0.10
-49.10 -18.42 0.60
-47.70 -19.13 0.20
-50.16 -18.07 4.80
-47.68 -18.05 0.20
-50.50 -19.02 1.60
-50.52 -22.94 1.20
-51.33 -22.65 4.60
-49.73 -23.01 1.20
-49.23 -23.22 1.10
-50.71 -24.06 3.30
-52.87 -22.50 8.20
-47.33 -16.21 1.20
-44.76 -18.95 0.10
-44.86 -15.93 0.40
-45.07 -16.37 0.10
-45.27 -18.16 0.00
-43.83 -11.35 0.40
-48.55 -22.52 0.30
-46.91 -23.46 0.50
-48.99 -21.76 0.30
-50.20 -21.12 0.80
-48.30 -13.40 2.00
-51.20 -27.78 1.40
-51.33 -27.60 1.00
-53.04 -27.14 1.50
-52.38 -27.27 1.70
-51.78 -27.52 1.40
-52.73 -27.35 2.10
-52.54 -26.66 1.70
-55.05 -28.14 3.20
